data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-04-12 20:54:06.348685;430;Florianópolis;Lucas Pereira;Smartwatch Garmin;Donald Ward;masculino;boleto
2025-04-12 21:15:06.579872;431;Florianópolis;Lucas Pereira;Smartphone Samsung Galaxy;Nettie Alvarez;feminino;pix
2025-04-12 23:11:05.343634;432;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Misty Marks;feminino;dinheiro
2025-04-13 18:22:03.777566;433;São Paulo;Lucas Pereira;Tablet Apple iPad;Cindy Welch;feminino;dinheiro
2025-04-13 20:48:03.604146;434;São Paulo;Lucas Pereira;Fone de Ouvido Sony;James Brunell;masculino;dinheiro
2025-04-14 01:06:06.183311;435;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Keith Mondragon;masculino;boleto
2025-04-14 01:56:06.346824;436;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Beverly Wright;feminino;pix
2025-04-14 02:24:05.234914;437;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Stephanie Wells;feminino;boleto
2025-04-14 03:29:05.618237;438;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Sam Myers;masculino;pix
2025-04-14 20:19:04.730523;439;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Valerie Schilling;feminino;dinheiro
2025-04-14 21:17:05.809172;440;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Leo Allmand;masculino;cartão de crédito
2025-04-14 21:39:07.052700;441;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Richard Buffum;masculino;boleto
2025-04-16 02:42:05.083031;442;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Jenny Ryan;feminino;boleto
2025-04-16 03:16:04.406564;443;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Eddy Peterson;masculino;boleto
2025-04-16 04:08:03.336359;444;São Paulo;Lucas Pereira;Tablet Apple iPad;Audrey Wilson;feminino;boleto
2025-04-16 04:08:04.743566;445;Belo Horizonte;Carlos Silva;Smartwatch Garmin;David Loughran;masculino;pix
2025-04-16 22:13:06.436303;446;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;John Meixner;masculino;dinheiro
2025-04-17 18:42:06.097782;447;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Lester Knox;masculino;dinheiro
2025-04-17 18:48:05.281076;448;São Paulo;Ana Oliveira;Fone de Ouvido Sony;April Frazier;feminino;cartão de crédito
2025-04-18 01:31:03.718986;449;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Jimmy Carrion;masculino;cartão de crédito
2025-04-18 02:07:04.293276;450;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jennifer Armenta;feminino;boleto
2025-04-18 18:07:05.945092;451;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Charlotte Neal;feminino;cartão de crédito
2025-04-18 18:29:04.680908;452;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Bobby Hall;masculino;cartão de crédito
2025-04-18 19:28:04.008935;453;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Joseph Wulf;masculino;dinheiro
2025-04-18 20:59:06.433222;454;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Virgil West;masculino;boleto
2025-04-18 21:10:06.241103;455;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Lois Wright;feminino;dinheiro
2025-04-18 21:48:06.905721;456;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Rubye Paris;feminino;boleto
2025-04-19 03:03:07.444895;457;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Lori Steiner;feminino;boleto
2025-04-19 19:09:07.237739;458;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Amanda Suddoth;feminino;pix
2025-04-19 19:20:06.284698;459;Florianópolis;Lucas Pereira;Smartphone Samsung Galaxy;Melissa Miller;feminino;cartão de crédito
2025-04-19 19:43:07.184365;460;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Benjamin Smith;masculino;dinheiro
2025-04-19 20:48:07.493141;461;São Paulo;Ana Oliveira;Tablet Apple iPad;Alvin Weiler;masculino;pix
2025-04-19 22:32:07.191823;462;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Homer Clark;masculino;boleto
2025-04-20 00:16:07.294437;463;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mable Singh;feminino;dinheiro
2025-04-20 03:17:06.479779;464;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jennifer Burdick;feminino;boleto
2025-04-20 03:28:04.466511;465;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Jose Morton;masculino;dinheiro
2025-04-20 03:50:05.203995;466;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Daniel Laite;masculino;pix
2025-04-20 04:16:05.084216;467;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Timothy Briney;masculino;boleto
2025-04-20 19:18:05.830464;468;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Nancy Mcneil;feminino;boleto
2025-04-20 20:00:04.915672;469;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Janice Needham;feminino;dinheiro
2025-04-20 22:04:03.419837;470;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Catherine Lewis;feminino;dinheiro
2025-04-20 23:47:07.601432;471;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Martha Warren;feminino;pix
2025-04-20 23:56:07.105053;472;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Andrew Mcmeen;masculino;boleto
2025-04-21 01:01:06.955761;473;Florianópolis;Lucas Pereira;Smartwatch Garmin;Cruz Hernandez;masculino;boleto
2025-04-21 01:16:03.452404;474;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Gregory Duval;masculino;pix
2025-04-21 01:17:07.121493;475;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Tiffany Ortiz;feminino;boleto
2025-04-21 03:31:03.476196;476;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Floyd Hopper;masculino;pix
2025-04-21 17:33:07.057271;477;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Kevin Murray;masculino;pix
2025-04-21 17:37:04.909255;478;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Debra Burns;feminino;pix
2025-04-21 23:00:05.729778;479;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Sonia Harris;feminino;pix
2025-04-22 00:39:03.381731;480;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Betty Williams;feminino;boleto
2025-04-22 04:11:03.921462;481;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Diana Tarter;feminino;boleto
2025-04-22 17:57:07.587466;482;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Edward Jones;masculino;cartão de crédito
2025-04-22 18:32:06.792777;483;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Jack Lenhart;masculino;boleto
2025-04-22 20:42:04.957556;484;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Maura Sluder;feminino;pix
2025-04-23 01:23:04.310952;485;São Paulo;Lucas Pereira;Smartwatch Garmin;Alice Williams;feminino;boleto
2025-04-23 18:07:05.701659;486;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Dennis Sheffield;masculino;dinheiro
2025-04-24 02:03:07.395597;487;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Barry Russo;masculino;pix
2025-04-24 03:24:06.141900;488;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jerome Aubin;masculino;boleto
2025-04-24 19:22:06.466949;489;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Michael Jones;masculino;dinheiro
2025-04-24 22:33:05.541687;490;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Luis Collins;masculino;cartão de crédito
2025-04-25 17:52:05.082311;491;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Patricia Bobo;feminino;pix
2025-04-25 19:12:05.328278;492;Florianópolis;Lucas Pereira;Smartwatch Garmin;Susan Taylor;feminino;boleto
2025-04-25 21:13:05.328640;493;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Ashley Collins;feminino;boleto
2025-04-25 22:31:06.491629;494;Florianópolis;Gabriela Santos;Tablet Apple iPad;Robert Jones;masculino;dinheiro
2025-04-25 23:45:05.879718;495;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Rodney South;masculino;pix
2025-04-26 01:48:06.524073;496;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Thomas Ervin;masculino;pix
2025-04-27 00:40:03.797911;497;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Kay Zeigler;feminino;dinheiro
2025-04-27 03:45:03.461864;498;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Jeremy Gregory;masculino;dinheiro
2025-04-27 18:18:05.572333;499;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Latoya Barron;feminino;cartão de crédito
2025-04-27 23:13:04.345466;500;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Clarence Decastro;masculino;dinheiro
2025-04-28 02:20:03.983946;501;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Sharon Ross;feminino;boleto
2025-04-28 03:52:05.267057;502;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Bobby Diaz;masculino;boleto
2025-04-28 20:02:04.611927;503;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Steven Hathorn;masculino;boleto
2025-04-28 21:45:07.078687;504;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Joyce Brown;feminino;dinheiro
2025-04-29 17:27:06.166019;505;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Matthew Morrow;masculino;boleto
2025-04-29 17:55:07.394613;506;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Angel Phelps;masculino;cartão de crédito
2025-04-29 20:11:03.603798;507;Florianópolis;Lucas Pereira;Smartwatch Garmin;John Taylor;masculino;boleto
2025-04-29 20:12:06.630976;508;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Aaron Mccullough;masculino;dinheiro
2025-04-29 21:17:07.472579;509;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Carol Hall;feminino;pix
2025-04-30 01:51:05.202644;510;Florianópolis;Gabriela Santos;Smartwatch Garmin;Olga Hanes;feminino;cartão de crédito
2025-04-30 17:39:04.414574;511;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Thomas Horn;masculino;cartão de crédito
2025-04-30 20:06:05.899885;512;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Sonia Despard;feminino;pix
2025-04-30 20:21:05.639554;513;Florianópolis;Lucas Pereira;Tablet Apple iPad;Roger Smith;masculino;cartão de crédito
2025-04-30 23:52:07.261817;514;São Paulo;Ana Oliveira;Smartwatch Garmin;Martha Lugo;feminino;boleto
2025-05-01 00:00:05.232323;515;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Sandra Smith;feminino;dinheiro
2025-05-01 02:39:04.703909;516;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Ernest Beck;masculino;boleto
2025-05-01 03:48:06.403271;517;Florianópolis;Gabriela Santos;Tablet Apple iPad;Belinda Digiacomo;feminino;pix
2025-05-01 17:23:05.542131;518;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Samantha Cuesta;feminino;boleto
2025-05-01 19:38:06.730583;519;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Veronica Jebb;feminino;dinheiro
2025-05-01 21:02:03.576406;520;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Michael Suarez;masculino;cartão de crédito
2025-05-02 00:15:03.432937;521;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jim Garcia;masculino;pix
2025-05-02 01:17:05.315153;522;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Loyd Dudas;masculino;dinheiro
2025-05-02 02:59:04.192896;523;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Steven Dulle;masculino;dinheiro
2025-05-02 04:13:05.265291;524;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Hazel Brewster;feminino;cartão de crédito
2025-05-02 18:55:06.598310;525;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Charles Capley;masculino;cartão de crédito
2025-05-02 19:15:04.066941;526;Florianópolis;Gabriela Santos;Smartwatch Garmin;Keith Nicholas;masculino;pix
2025-05-02 19:27:06.635867;527;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Frederick Ward;masculino;dinheiro
2025-05-02 19:28:04.310433;528;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Rachel Swan;feminino;dinheiro
2025-05-02 20:59:04.696270;529;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Mary Carte;feminino;boleto
2025-05-02 21:06:06.756067;530;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Charles Hamel;masculino;pix
2025-05-03 02:49:05.588412;531;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Jo Franke;feminino;cartão de crédito
2025-05-03 03:18:06.343470;532;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Gertrude Foxworth;feminino;cartão de crédito
2025-05-03 19:41:04.004852;533;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Margaret Utecht;feminino;pix
2025-05-04 02:09:05.374768;534;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Sharon Garrett;feminino;cartão de crédito
2025-05-04 02:38:06.179838;535;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;William Miranda;masculino;boleto
2025-05-04 18:12:07.412794;536;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Judy Daugherty;feminino;dinheiro
2025-05-04 18:48:06.822498;537;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Melinda Rivas;feminino;boleto
2025-05-04 19:08:05.325763;538;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Bradley Zehr;masculino;boleto
2025-05-04 19:16:03.550682;539;Florianópolis;Lucas Pereira;Tablet Apple iPad;John Patton;masculino;pix
2025-05-04 20:24:03.476662;540;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Arturo Manning;masculino;pix
2025-05-04 21:12:03.806468;541;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Michael Osborne;masculino;boleto
2025-05-04 22:18:06.153925;542;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Frank Bichler;masculino;pix
2025-05-04 23:20:04.139265;543;Florianópolis;Lucas Pereira;Tablet Apple iPad;Antoinette Zenisek;feminino;pix
2025-05-04 23:45:06.718155;544;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Eugene Thurn;masculino;dinheiro
2025-05-05 00:11:05.181799;545;São Paulo;Ana Oliveira;Smartwatch Garmin;Marco Block;masculino;boleto
2025-05-05 04:18:06.215725;546;São Paulo;Ana Oliveira;Tablet Apple iPad;Mike Card;masculino;dinheiro
2025-05-05 18:34:07.492312;547;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Joshua Mansfield;masculino;boleto
2025-05-05 20:32:03.800989;548;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Demetrius Lunsford;masculino;boleto
2025-05-06 01:43:04.915568;549;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Lauren Martinez;feminino;dinheiro
2025-05-06 02:11:03.846111;550;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Risa Hagee;feminino;dinheiro
2025-05-06 02:31:06.508803;551;Florianópolis;Lucas Pereira;Tablet Apple iPad;Robert Barlow;masculino;boleto
2025-05-06 02:44:03.946349;552;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Lawrence Ullmann;masculino;boleto
2025-05-06 17:28:07.502276;553;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Joetta Powers;feminino;dinheiro
2025-05-06 18:34:05.344606;554;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Regina Veenstra;feminino;dinheiro
2025-05-07 02:29:06.580231;555;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Gina Miller;feminino;pix
2025-05-07 02:33:06.491420;556;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Warren Martinez;masculino;pix
2025-05-07 20:28:03.859802;557;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Henry Baker;masculino;pix
2025-05-07 21:10:06.446732;558;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Kasey Mcdonald;feminino;pix
2025-05-07 21:45:04.905955;559;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Justin Walker;masculino;dinheiro
2025-05-07 22:22:06.356458;560;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Kathryn Matteucci;feminino;pix
2025-05-07 23:19:04.587371;561;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Robert Magana;masculino;boleto
2025-05-08 00:38:03.489619;562;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Norma Tedeschi;feminino;boleto
2025-05-08 21:03:05.371977;563;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Cassandra Spurlock;feminino;cartão de crédito
2025-05-08 22:37:06.468073;564;Florianópolis;Lucas Pereira;Smartphone Samsung Galaxy;Doreen Miller;feminino;boleto
2025-05-08 22:49:05.442250;565;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Amy Aragon;feminino;cartão de crédito
2025-05-09 20:14:05.993574;566;Porto Alegre;Mariana Gomes;Tablet Apple iPad;John Lamper;masculino;pix
2025-05-10 00:13:06.410034;567;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Betty Holstein;feminino;cartão de crédito
2025-05-10 01:43:04.680472;568;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Leann Ewing;feminino;pix
2025-05-10 04:09:06.075939;569;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Joan Beeler;feminino;cartão de crédito
2025-05-11 00:41:04.402441;570;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Marcos Diaz;masculino;pix
2025-05-11 02:27:05.852949;571;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Yvonne Lopez;feminino;pix
2025-05-11 19:14:03.480704;572;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Kathy Villarreal;feminino;pix
2025-05-11 22:17:05.662032;573;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Craig Weber;masculino;pix
2025-05-11 23:13:06.241199;574;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Patricia Totman;feminino;cartão de crédito
2025-05-11 23:44:05.618981;575;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Leonor Turcotte;feminino;cartão de crédito
2025-05-12 00:18:07.259754;576;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Brenda Crook;feminino;dinheiro
2025-05-12 00:53:06.180140;577;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Walter Peppers;masculino;cartão de crédito
2025-05-12 01:29:04.936752;578;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Evelyn Day;feminino;pix
2025-05-12 22:20:05.628137;579;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Donnie Martindale;masculino;cartão de crédito
2025-05-12 23:03:07.331899;580;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Yolanda Armstrong;feminino;pix
2025-05-13 00:54:05.283676;581;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Bob Dillon;masculino;cartão de crédito
2025-05-13 01:56:03.480280;582;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Pamela Ward;feminino;cartão de crédito
2025-05-13 02:09:07.458209;583;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Kathy Irwin;feminino;cartão de crédito
2025-05-13 02:34:05.055147;584;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Ralph Hawkins;masculino;cartão de crédito
2025-05-13 02:42:06.508275;585;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Patricia Boyd;feminino;dinheiro
2025-05-13 17:39:04.016496;586;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Ninfa Edwards;feminino;boleto
2025-05-13 18:03:05.007882;587;São Paulo;Lucas Pereira;Smartwatch Garmin;Anthony Tagle;masculino;boleto
2025-05-13 19:35:07.194518;588;Florianópolis;Lucas Pereira;Smartwatch Garmin;Jennifer Martinez;feminino;pix
2025-05-13 19:55:05.067268;589;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Rosemarie Malone;feminino;cartão de crédito
2025-05-14 01:41:07.450777;590;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Chris Baldridge;masculino;boleto
2025-05-14 02:38:06.981489;591;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Jennifer Luna;feminino;pix
2025-05-14 03:00:04.208801;592;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Mary Williams;feminino;pix
2025-05-14 17:57:05.305654;593;Florianópolis;Gabriela Santos;Tablet Apple iPad;Steven Randle;masculino;dinheiro
2025-05-14 18:22:07.014324;594;Florianópolis;Gabriela Santos;Tablet Apple iPad;Lewis Veal;masculino;dinheiro
2025-05-14 19:26:05.079756;595;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gregory Whiteman;masculino;cartão de crédito
2025-05-14 20:58:05.714740;596;Florianópolis;Lucas Pereira;Notebook Dell Inspiron;Ronald Cook;masculino;cartão de crédito
2025-05-14 21:21:06.325010;597;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Manuel Case;masculino;cartão de crédito
2025-05-14 23:07:06.250315;598;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Holly King;feminino;boleto
2025-05-15 17:51:06.775837;599;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Keith Darling;masculino;cartão de crédito
2025-05-15 18:26:04.907721;600;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Clayton Broderick;masculino;cartão de crédito
2025-05-15 19:52:05.922647;601;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Whitney Johnson;feminino;boleto
2025-05-15 21:58:03.635298;602;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Phillip Mulligan;masculino;dinheiro
2025-05-15 22:15:06.009636;603;Florianópolis;Gabriela Santos;Smartwatch Garmin;Melissa Sargent;feminino;pix
2025-05-16 01:44:05.682002;604;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Mandy Scott;feminino;boleto
2025-05-16 02:13:06.184974;605;São Paulo;Lucas Pereira;Smartwatch Garmin;Aaron Kopka;masculino;cartão de crédito
2025-05-16 02:57:04.525508;606;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Sallie Joseph;feminino;pix
2025-05-16 18:59:06.323653;607;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Carroll Xiong;feminino;cartão de crédito
2025-05-16 19:06:04.770348;608;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Oscar Garcia;masculino;cartão de crédito
2025-05-16 22:44:05.951389;609;São Paulo;Ana Oliveira;Smartwatch Garmin;Elizabeth Haug;feminino;boleto
2025-05-17 02:13:04.017204;610;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Alexandra Walls;feminino;dinheiro
2025-05-17 03:16:04.662752;611;Florianópolis;Lucas Pereira;Notebook Dell Inspiron;Robert Tim;masculino;cartão de crédito
2025-05-17 19:02:06.509105;612;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Marjorie Kimmel;feminino;boleto
2025-05-17 23:30:04.770831;613;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Theodore Mcmasters;masculino;pix
2025-05-18 00:51:03.924320;614;Rio de Janeiro;Pedro Souza;Tablet Apple iPad;Larry Chapman;masculino;pix
2025-05-18 01:33:03.601043;615;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Richard Macias;masculino;pix
2025-05-18 02:28:04.396256;616;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Susan Capito;feminino;boleto
2025-05-18 19:15:07.601877;617;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Edna Riederer;feminino;cartão de crédito
2025-05-19 00:16:06.872609;618;São Paulo;Ana Oliveira;Tablet Apple iPad;Simon Dial;masculino;pix
2025-05-19 00:19:04.106524;619;Rio de Janeiro;Pedro Souza;Tablet Apple iPad;Lance Murillo;masculino;cartão de crédito
2025-05-19 01:33:06.978919;620;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Timothy Davis;masculino;dinheiro
2025-05-19 02:29:05.968455;621;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Karisa Lewis;feminino;cartão de crédito
2025-05-19 17:39:05.371798;622;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Edward Jefferson;masculino;pix
2025-05-19 19:13:04.221615;623;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Maria Pilbin;feminino;dinheiro
2025-05-19 19:22:07.608682;624;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Paula Bottone;feminino;pix
2025-05-19 22:15:04.367548;625;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Chad Baseler;masculino;cartão de crédito
2025-05-19 22:18:05.344526;626;São Paulo;Ana Oliveira;Notebook Dell Inspiron;David Cook;masculino;pix
2025-05-20 22:10:05.182475;627;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Adam Vadala;masculino;dinheiro
2025-05-21 01:33:05.023514;628;Rio de Janeiro;Pedro Souza;Tablet Apple iPad;Brandon Davis;masculino;cartão de crédito
2025-05-21 17:41:07.556764;629;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Lillian Miller;feminino;dinheiro
2025-05-21 18:21:07.120880;630;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Kathleen Smith;feminino;cartão de crédito
2025-05-21 21:27:06.671733;631;Florianópolis;Gabriela Santos;Tablet Apple iPad;Hazel Gonzalez;feminino;boleto
2025-05-22 00:18:04.968329;632;São Paulo;Ana Oliveira;Tablet Apple iPad;Richard Grimm;masculino;cartão de crédito
2025-05-22 00:32:07.078876;633;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Carrie Hayes;feminino;cartão de crédito
2025-05-22 01:00:05.579875;634;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Dawn Coller;feminino;boleto
2025-05-22 01:03:04.559716;635;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Floyd Allen;masculino;boleto
2025-05-22 18:56:06.090955;636;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Michael Conway;masculino;dinheiro
2025-05-22 19:47:07.325374;637;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Jason Gillan;masculino;pix
2025-05-22 20:45:05.055727;638;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Joe Rich;masculino;dinheiro
2025-05-22 22:25:05.869117;639;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Richard Barnhardt;masculino;boleto
2025-05-23 00:01:03.434784;640;Rio de Janeiro;Pedro Souza;Tablet Apple iPad;Terri Strobeck;feminino;pix
2025-05-23 01:14:04.614691;641;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Natalie Vasquez;feminino;boleto
2025-05-23 01:59:03.777372;642;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Tonya Vargas;feminino;pix
2025-05-23 02:48:04.966122;643;São Paulo;Ana Oliveira;Smartwatch Garmin;David Howard;masculino;boleto
